,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Bandwidth_GB_Year,Yearly_equip_failure,PaperlessBilling,Churn,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Area_Suburban,Area_Urban,InternetService_Fiber Optic
283,49,14202.72,187.609354,11.58276897,10.26519974,17,1849.484087,0,0,1,0,0,0,0,0,1,0,0,1,0,0
286,60,11250.71,159.947583,3.940297464,10.93514898,16,992.3501481,1,0,1,0,0,0,0,0,0,1,0,1,0,0
287,57,65951.35,137.487242,11.38099891,2.98020454,11,994.6354785,0,1,0,0,0,0,0,0,0,1,0,1,0,1
288,62,15292.25,245.131966,1.473304337,17.05256354,14,954.0290712,1,1,1,0,0,0,1,0,0,1,0,0,1,1
289,26,41879.1,117.439154,12.75609778,12.29165611,11,1775.838153,1,0,0,1,0,0,0,0,0,0,0,1,0,0
290,85,17080.57,209.993134,6.253919786,10.32744663,10,1297.050577,1,1,1,0,0,0,1,0,0,0,0,0,1,0
291,82,68122.23,169.974105,18.9537053,9.22949351,18,1746.405243,0,1,0,0,0,1,0,0,0,1,0,0,0,1
292,40,39468.79,197.470195,9.640061615,10.02758972,11,1698.465833,1,1,0,0,0,0,1,0,0,0,1,0,0,0
294,71,84301.44,207.475448,12.42120946,10.97274944,10,1886.153328,1,1,1,1,0,0,0,0,0,1,0,0,0,0
295,48,42469.81,160.00128,8.134438503,11.87042081,14,958.6989908,0,1,0,0,1,0,0,0,1,0,0,0,1,1
296,24,75458.79,147.478341,14.86764776,9.531063533,10,1446.203986,0,1,0,0,0,0,1,0,0,1,0,0,0,1
299,68,42755.27,220.132293,7.62779591,7.014445177,8,1165.564309,1,1,1,0,0,0,0,0,0,0,0,0,1,1
300,77,76874.25,214.952509,4.439685675,10.62019312,10,750.8768234,0,0,0,0,1,1,0,0,0,0,1,1,0,1
302,80,63095.62,270.160419,14.14101821,10.88047174,15,2335.130986,2,0,1,1,0,0,0,0,0,0,1,1,0,0
303,31,82131.87,202.443347,3.212400569,9.975481565,13,769.8534863,0,1,1,0,0,0,1,0,0,1,0,1,0,1
304,62,28502.33,172.47417,16.84928353,7.248946018,10,1729.837284,2,1,0,1,0,0,0,0,0,0,0,0,0,1
307,72,13583.35,174.969934,4.216732972,8.124261532,12,1107.882056,0,0,0,1,0,0,1,0,0,0,1,0,0,0
309,31,55398.87,144.988941,4.030250374,10.1755818,17,1301.49424,0,1,0,1,0,0,1,0,0,0,1,0,1,0
312,28,56178.63,124.97808,9.183905417,3.405050602,11,987.653655,0,0,0,1,0,0,0,0,0,0,0,0,0,1
313,63,21053.35,174.991856,8.892893007,10.69284712,8,1088.263081,1,1,0,1,0,0,0,0,1,0,0,0,0,1
315,72,74061.48,139.965008,12.4767812,5.863179258,16,1778.733282,0,0,0,1,0,0,0,0,1,0,0,0,0,0
316,23,35102.93,192.470522,2.462148717,13.357551,8,900.4043765,0,0,1,1,0,0,0,0,1,0,0,0,1,1
317,49,26391.1,220.118516,14.09942339,14.04061351,10,1693.576099,0,0,1,1,0,1,0,0,1,0,0,0,1,1
318,82,29982.49,232.622804,7.272649386,4.586902043,14,1143.826239,0,1,1,0,0,0,0,0,0,0,0,0,0,1
320,45,37583.97,114.972827,3.115945151,11.32768159,11,373.2772664,1,1,0,0,0,1,0,0,1,0,0,0,1,1
321,73,28654.87,149.977753,13.67931764,5.307097721,13,1245.328696,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,78,119968.61,184.985293,14.6728104,8.993783986,7,1564.936841,0,1,1,0,0,0,0,0,0,0,0,1,0,1
323,71,11591.09,132.479779,5.953547112,11.05733159,11,1354.401018,0,1,0,1,0,0,0,1,0,0,0,0,1,0
324,67,70174.11,190.12704,11.74635394,8.702618087,11,1971.429689,0,1,1,0,0,0,0,0,1,0,0,0,1,0
326,27,17191.02,220.114868,22.8577804,12.61411193,12,3040.553763,0,1,1,0,0,1,0,0,0,0,1,0,1,0
327,39,24732.09,107.495766,1.407866545,9.703658153,13,864.7036995,1,0,1,1,0,0,0,0,0,0,0,0,1,0
330,48,87568.16,200.132293,9.734064703,11.11756812,12,1755.645123,0,1,1,0,0,0,0,1,0,0,0,0,1,0
331,22,69327.78,262.610632,12.21754865,13.07119875,10,1758.735654,1,0,1,1,0,0,0,0,0,0,0,1,0,1
333,31,12951.51,202.636202,13.66061487,9.681031902,15,2205.334092,0,0,0,1,0,1,0,1,0,0,0,1,0,0
334,79,11179.42,127.478341,8.701581043,10.49495185,11,1451.201108,0,1,0,0,0,1,0,0,1,0,0,1,0,0
335,65,47288.09,159.983006,4.844060027,7.535866122,11,609.0598401,0,0,0,1,0,0,0,0,0,0,0,0,0,1
336,49,114398.35,124.960655,6.485034974,8.713443753,10,1221.100604,0,1,1,1,0,0,0,1,0,0,0,0,0,0
337,69,105646.73,252.62403,1.14113241,7.191637555,10,745.0493094,0,1,1,0,0,1,0,0,0,1,0,1,0,1
338,74,42386.84,104.97808,7.69213424,12.2870805,9,1220.452161,0,0,0,1,0,0,1,0,0,0,1,0,0,0
339,27,38864.57,204.961033,13.73012915,10.66015784,10,1771.472597,0,1,1,1,0,0,0,0,0,0,1,0,1,1
340,79,25215.22,245.145743,5.690013293,7.044096971,13,1201.484293,0,0,1,0,0,0,0,0,0,1,0,0,0,1
342,51,45225.74,169.937833,9.475983046,12.71107869,14,1022.415622,0,0,0,0,0,1,0,0,0,0,0,0,1,1
343,57,29976.15,207.475448,4.893221514,9.759360165,14,1284.442486,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345,85,14980.5,232.637807,8.381515693,9.617602049,9,1718.600163,0,1,1,0,0,0,0,0,0,0,0,0,0,0
346,54,24017.57,225.131966,14.53315436,13.06640293,14,2494.633068,1,1,0,0,0,0,1,0,0,0,0,1,0,0
347,79,26204.77,212.641455,13.62832619,8.669204519,11,2270.749222,0,1,1,1,0,0,1,0,0,1,0,0,1,0
349,80,46622.3,134.950905,3.365552603,11.19861363,10,380.0501404,0,1,1,1,0,0,0,0,0,1,0,1,0,1
350,37,34419.26,200.132293,5.397827503,10.18921185,12,1436.408211,0,1,1,0,0,0,0,1,0,0,0,1,0,0
351,24,8507.97,197.470195,9.001231999,9.518819692,11,1852.503069,0,1,0,0,0,0,1,0,1,0,0,0,1,0
352,48,64420.19,192.456745,10.9750814,11.01996949,15,1312.008382,2,1,0,1,0,0,1,1,0,0,0,0,0,1
353,68,122263.81,162.471255,7.825845378,14.91100172,15,863.0820861,0,0,1,0,0,0,0,0,1,0,0,0,0,1
355,37,20647.83,114.950905,14.66914461,12.16826675,17,1778.431765,0,0,0,0,0,0,1,0,1,0,0,0,1,0
356,54,23956.91,182.446995,5.388165017,17.39213562,10,764.2419259,0,1,1,1,0,0,0,0,0,1,0,0,0,1
358,68,50150.81,172.456745,2.485229169,6.6769165,12,1179.782483,0,0,1,1,0,0,0,0,1,0,0,1,0,0
361,86,40728.96,220.118516,4.950398978,5.670110512,13,775.5613336,0,1,1,0,0,0,1,0,0,1,0,0,1,1
363,33,65187.42,159.965008,12.29558653,9.826229752,13,1334.403775,0,0,1,0,0,0,0,0,0,0,1,0,1,1
364,58,26005.77,182.465269,24.8868126,12.07226102,13,2346.143947,0,0,0,0,0,0,1,0,0,0,0,0,0,1
365,58,10423.75,129.977753,9.660361769,15.42491471,12,1491.768656,1,1,0,1,0,1,0,0,0,0,1,0,1,0
368,63,67319.27,162.471255,13.59137366,6.362190982,12,1460.513443,2,1,0,1,0,0,1,0,0,0,1,0,1,1
369,18,71348.1,154.961766,12.3492819,9.507249087,13,1942.250203,1,0,1,1,0,0,0,0,0,0,0,1,0,0
370,82,39231.99,194.976769,18.37317391,12.06831191,10,1923.549943,1,1,0,1,0,0,1,0,1,0,0,1,0,1
371,61,28129.21,192.48852,8.498042024,5.600227586,10,1239.802036,0,0,0,1,0,1,0,0,0,1,0,0,1,1
372,36,69104.9,162.452604,22.33583015,13.15969677,14,2499.186161,0,1,0,1,0,0,1,1,0,0,0,1,0,1
374,48,65229.24,142.482694,12.78453216,9.089998883,10,1865.48625,0,1,1,1,0,0,0,0,0,1,0,1,0,0
377,89,1666.59,139.987503,4.258552081,2.657311067,12,956.2636975,0,1,1,1,0,0,0,0,0,0,0,0,0,0
378,30,50258.38,112.455141,4.801969514,13.75498892,11,639.3261343,0,0,0,0,0,0,0,0,0,1,0,0,1,1
379,54,54373.35,212.622804,5.204853319,11.07079287,13,1572.045646,0,1,1,0,0,0,1,0,0,0,0,0,1,0
380,55,33588.84,182.460772,32.0730133,10.74788638,9,3099.922244,1,1,0,0,0,0,0,0,0,0,1,0,1,1
381,46,23629.05,159.947583,11.16847385,15.68552752,10,1599.727567,2,0,1,0,0,1,0,1,0,0,0,0,0,0
382,18,91186.03,245.145743,16.8000196,10.08605721,13,2188.672399,0,0,0,0,0,0,1,0,0,1,0,0,0,1
383,58,20204.74,149.977753,17.6210362,16.26782621,14,1586.699491,0,0,0,0,0,0,0,0,1,0,0,1,0,1
384,60,37703.83,184.967019,17.18829795,4.946414499,12,1828.279015,0,1,1,1,0,0,0,0,0,0,0,0,0,1
385,62,29117.32,92.455141,17.52138221,14.19610787,7,1866.966586,0,1,0,0,0,0,0,0,1,0,0,0,0,0
386,30,52531.72,149.944668,10.4103675,15.83394061,14,1718.555203,0,1,0,0,0,0,0,0,0,0,1,1,0,0
387,75,25742.72,167.456419,3.310281145,7.663279641,16,556.2193844,0,1,1,1,0,0,0,0,1,0,0,0,1,1
390,61,20811.42,162.482694,3.045064701,13.60774223,6,703.6927423,1,0,1,1,0,0,0,0,0,1,0,1,0,1
391,75,34474.39,262.610632,15.35762157,6.02604588,11,1842.258692,0,0,1,1,0,0,0,0,0,1,0,1,0,1
394,81,11655.88,212.641455,7.138784756,10.05990041,11,1500.69101,0,1,1,0,0,1,0,0,0,1,0,1,0,0
395,34,37773.19,104.964303,8.951793883,12.69711858,12,1404.773397,1,1,0,1,0,0,0,0,0,0,1,0,0,0
396,82,40183.01,232.637807,4.221959275,10.3853182,9,1342.310858,0,1,1,1,0,0,0,0,1,0,0,1,0,0
398,28,10331.57,277.63748,10.90397471,13.43076227,17,1710.958869,0,1,1,1,0,1,0,0,0,0,0,0,1,1
399,48,37096.85,112.455141,1.665591776,7.951590644,5,169.3992798,0,1,0,0,0,0,0,1,0,0,0,1,0,1
400,53,26004.59,220.118516,8.611218573,9.100502767,13,1261.554565,0,1,1,1,0,1,0,1,0,0,0,0,1,1
401,52,77291.95,139.951231,1.28507969,11.9086306,13,794.9581116,0,0,1,0,0,0,1,0,0,0,0,1,0,0
402,20,24462.25,184.978458,1.379696124,5.304627269,13,713.364269,1,1,0,0,0,0,0,0,0,0,1,1,0,1
404,70,28840.47,142.468917,2.43754565,7.336943024,14,778.6094503,0,1,0,0,1,0,1,0,0,0,0,0,0,0
405,48,25299.48,160.00128,3.288124191,10.16142541,13,627.0001275,0,1,0,0,0,0,1,0,1,0,0,1,0,1
406,28,37631.4,127.481989,32.30772134,9.632814549,13,2938.319116,0,1,0,1,0,0,1,1,0,0,0,0,1,1
407,52,23014.69,162.452604,13.46565415,6.346778536,8,1566.001524,1,0,0,1,0,0,1,0,1,0,0,0,1,1
408,77,31300.68,172.457857,19.244458,12.1986895,16,1889.642423,0,1,0,0,0,0,0,0,0,0,1,1,0,1
409,71,55840.35,255.155493,8.69085131,6.444558317,15,1420.771651,0,1,0,0,0,0,1,0,0,0,1,0,0,1
410,22,9729.44,184.979684,3.778575882,11.7174619,16,1254.725693,0,0,1,0,0,0,1,0,0,0,1,0,1,0
411,88,35891.67,175.006206,10.27819073,6.286550988,17,1570.345219,2,1,1,1,0,0,0,0,0,0,1,0,0,0
412,25,20801.9,112.455141,4.156887945,9.886595026,13,500.4406927,0,1,0,1,0,1,0,0,1,0,0,0,0,1
413,21,112429.2,194.958118,11.32083915,7.972497589,6,1563.848623,0,1,0,1,0,0,1,0,0,1,0,0,0,1
414,39,33217.64,172.44408,5.254442453,11.10996233,17,787.0962355,1,0,0,0,0,0,1,0,1,0,0,0,0,1
416,22,15380.9,127.460067,6.417132666,8.535578793,12,1155.782468,2,1,0,0,0,0,0,0,0,0,0,0,1,0
417,44,100232.53,147.478341,18.61278731,9.083448287,11,1995.346628,0,1,0,0,0,0,1,0,1,0,0,0,1,1
418,74,57900.98,207.49737,4.924623699,9.581508542,12,922.1362066,0,0,0,1,0,1,0,0,0,0,0,0,0,1
419,84,60476.86,169.937833,6.325942162,8.763218085,9,717.6823944,0,1,0,0,0,0,1,0,0,1,0,0,1,1
420,65,26875.13,152.457857,17.22220989,12.72077056,10,2223.835601,0,1,0,1,0,1,0,0,1,0,0,0,0,0
421,29,24447.03,162.460772,3.238699239,5.304635517,13,1143.685617,0,0,0,0,0,1,0,0,0,1,0,0,1,0
422,51,14817.22,200.132293,6.437878909,11.18732698,16,1537.296207,0,1,1,0,0,0,0,1,0,0,0,0,1,0
423,40,6170.55,182.460772,15.22323989,11.6443975,13,1614.544362,1,0,1,0,0,0,0,1,0,0,0,0,1,1
424,49,33620.38,124.97808,7.484425045,9.83612847,8,758.8338668,1,1,0,0,0,1,0,0,0,0,1,0,1,1
425,61,86453.08,230.105118,7.218752772,9.202197695,20,1317.766231,0,0,1,0,0,0,0,0,0,1,0,0,0,1
426,61,31466.9,147.473844,11.69875604,6.187489206,7,1189.578203,0,0,0,0,0,0,0,0,0,0,0,1,0,1
427,85,76984.15,142.482694,10.03363969,9.320914781,12,1467.273158,0,0,0,0,0,0,0,0,0,0,1,0,1,0
428,25,43586.8,152.479779,18.46162568,6.697226378,16,2192.693797,0,1,0,0,0,0,1,0,1,0,0,1,0,1
431,53,71215.87,184.978458,5.02568958,6.702458265,13,811.5600648,1,1,1,0,0,0,0,0,1,0,0,1,0,1
432,88,18113.33,134.950905,2.644787483,8.623296005,18,243.2617759,0,0,0,0,0,0,0,0,1,0,0,0,0,1
434,23,48852.54,192.470522,3.508974199,4.924368526,11,801.4709595,0,1,1,1,0,0,0,0,0,0,0,0,1,1
435,63,6574.36,149.962093,11.50651216,9.173811061,11,1316.145864,0,0,1,1,0,0,0,1,0,0,0,0,1,1
438,22,31843.16,169.944668,14.16961729,18.39537758,11,1624.799349,0,0,0,1,0,0,1,0,1,0,0,1,0,1
439,43,31920.88,207.49737,10.27782059,14.02031408,10,1400.834009,1,1,0,1,0,0,1,1,0,0,0,0,1,1
440,70,54961.9,245.145743,3.364993591,12.07594948,19,1149.108155,0,0,1,1,0,0,0,0,0,0,1,0,0,1
441,48,119964.79,127.478341,9.307770559,13.40034021,16,1387.016004,2,1,0,0,0,0,0,0,1,0,0,0,0,0
442,29,21897.41,182.467607,1.171557288,13.1215267,10,544.12326,0,1,1,0,0,0,0,0,1,0,0,0,0,1
443,61,72129.01,267.642733,7.262579715,10.4523599,15,1803.917571,2,0,1,0,0,0,0,0,0,0,1,0,0,0
445,27,59147.78,164.978458,10.8600084,5.763454353,11,1932.20577,0,0,1,1,0,0,0,0,0,0,0,0,0,0
446,56,65900.37,240.114868,16.48065356,9.086330232,8,1886.312286,2,0,1,0,0,1,0,0,0,0,1,0,1,1
447,19,69369.36,124.960655,10.85041661,10.04912841,12,1738.71901,0,1,0,1,0,0,1,0,0,0,0,0,0,0
448,56,23382.74,127.442069,4.85576672,8.431329813,12,1060.026737,0,1,1,1,0,0,0,0,1,0,0,1,0,0
449,83,25886.2,169.992756,1.715329149,8.961461799,15,250.9270047,0,1,0,0,0,0,0,0,0,0,1,0,1,1
450,84,99519.26,169.992756,21.71097206,12.87091514,15,1916.832871,0,1,0,0,0,1,0,1,0,0,0,0,1,1
451,62,93039.69,179.979358,3.470685398,7.236546463,16,573.9920618,0,1,0,1,0,0,0,0,0,0,1,0,0,1
452,67,37852.37,134.950905,1.914386255,7.048563699,14,272.9823095,0,0,0,1,0,1,0,0,0,0,0,1,0,1
453,21,54727.46,192.440432,9.16272705,13.17156155,12,1233.975771,1,1,0,0,0,0,1,0,1,0,0,1,0,1
454,31,47944.46,172.440432,7.457173484,11.11418795,10,1552.772876,0,1,0,1,0,0,1,0,1,0,0,0,1,0
457,84,31392.97,159.965008,14.68216127,4.843029288,13,1516.667438,0,0,0,0,0,0,0,0,0,1,0,0,1,1
459,87,20197.89,179.965581,11.92300936,7.940679007,14,1021.482609,1,1,0,0,0,0,0,0,0,0,0,1,0,1
460,80,99482.26,252.62403,9.461939857,12.94031641,12,1267.634616,0,1,1,0,0,0,0,0,0,1,0,0,0,1
462,39,50666.54,240.114868,13.99579075,4.88644359,6,1877.852717,2,0,1,1,0,1,0,0,0,0,1,0,0,1
464,36,7953.27,182.45383,3.179043613,9.879617841,10,744.2470872,1,1,0,1,0,0,1,1,0,0,0,1,0,1
465,18,101000.3,149.944668,14.58066686,11.26553266,10,2023.519366,1,0,1,1,0,0,0,0,1,0,0,0,0,0
466,66,10882.02,144.960655,17.24908083,13.28523257,9,1428.427469,0,1,0,0,0,0,0,0,0,0,0,0,1,1
467,20,69156.25,187.609354,2.760467902,15.62909771,15,1283.253595,0,1,1,0,0,0,1,0,0,1,0,0,0,0
468,73,19563.77,129.962093,20.04140358,11.31172944,16,2256.776479,1,1,0,0,0,1,0,1,0,0,0,1,0,0
470,67,156740.67,192.440432,1.092219692,13.45818264,13,499.7170655,0,0,1,1,0,0,0,1,0,0,0,0,0,1
471,62,23165.82,172.44408,14.68600159,11.06361355,10,1562.32774,0,1,1,1,0,0,0,1,0,0,0,1,0,1
473,28,5337.97,159.965008,9.086633107,13.49663107,10,1118.646915,0,0,0,0,0,1,0,0,0,0,0,1,0,1
474,26,72490.86,167.484705,9.493585403,7.581534683,15,1781.692875,0,0,1,0,0,0,0,1,0,0,0,1,0,0
475,82,12476.24,129.962093,5.372758028,10.67669456,13,1086.92093,0,0,1,0,0,0,0,0,0,0,1,0,1,0
477,46,32885.95,124.97808,2.598489694,9.044025424,12,573.751474,0,1,0,1,0,0,0,0,0,0,0,0,0,1
478,44,80862.03,255.137219,12.9401487,7.949846907,16,1794.116848,2,1,1,1,0,0,0,0,0,0,1,0,0,1
479,56,49800.1,230.105118,4.957713222,11.35513416,11,1103.594576,1,0,0,1,0,0,1,0,1,0,0,0,1,1
480,32,6958.83,182.460772,28.79864005,7.524691972,11,3143.245184,0,0,0,1,0,0,1,0,1,0,0,0,1,1
481,50,19133.76,255.155493,7.176411327,9.993073346,11,1381.802291,1,1,1,1,0,1,0,0,0,0,0,0,0,1
482,53,23413.1,172.457857,5.709925704,11.38306511,11,1091.10126,0,1,0,1,0,0,1,0,0,0,1,1,0,1
483,84,11957.82,137.483594,3.956375328,9.818276662,10,891.9472856,0,0,0,1,0,0,1,0,0,0,1,0,1,0
484,33,31250.41,167.456419,1.033067819,14.32006623,13,538.1168657,0,0,1,1,0,0,0,1,0,0,0,0,0,1
485,29,9487.91,127.495766,2.206152519,10.02701706,14,497.9042695,0,0,0,0,0,1,0,0,0,1,0,0,0,1
486,87,13533.47,287.642733,3.820262172,12.67439697,16,1115.476658,1,1,1,0,0,1,0,1,0,0,0,0,0,1
487,34,46533.08,167.456419,2.640977982,11.95689175,4,522.7315686,0,0,1,0,0,0,0,0,0,1,0,0,0,1
488,34,47946.16,164.988941,5.622660986,16.23914454,12,961.5888385,0,1,0,0,0,0,0,0,0,1,0,1,0,1
489,28,14393.72,242.632554,1.634394387,12.55052929,16,883.9008134,0,1,1,1,0,0,1,0,0,1,0,1,0,1
491,26,11249.18,257.63748,10.06913982,8.90345193,14,2062.605873,1,0,1,1,0,0,0,0,0,0,0,0,1,0
492,61,18684.74,129.977753,6.935335786,11.70304454,14,1197.080651,1,0,0,1,0,0,0,0,0,0,0,0,1,0
493,79,75276.52,232.622804,15.56741347,3.602721856,12,1972.725118,0,1,0,1,0,0,1,0,0,0,0,1,0,1
494,49,78129.73,182.467607,12.75071284,5.21028807,8,1427.321538,0,0,0,0,0,1,0,0,0,1,0,1,0,1
495,85,97761.18,220.132293,8.573785357,9.442505655,11,1218.124487,0,1,1,0,0,0,0,1,0,0,0,0,0,1
496,25,20789.86,252.637807,13.86188691,2.760749024,16,1874.789062,0,1,1,1,0,1,0,1,0,0,0,0,0,1
497,19,34038.71,142.452604,10.77929667,13.2491569,11,1806.007164,0,0,1,1,0,0,0,0,0,0,0,1,0,0
498,28,16051.94,94.972827,16.88097916,13.4911859,15,1939.600904,0,0,0,0,0,1,0,0,0,1,0,1,0,0
499,86,24266.04,210.105118,16.92163398,7.779828793,15,2275.888923,0,1,1,1,0,0,1,0,0,1,0,0,0,0
500,54,28712.86,92.455141,11.91663193,10.68579941,13,1372.385193,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501,28,18966.81,194.969934,2.81822785,9.905787776,16,785.6266383,0,0,1,1,0,0,0,0,0,1,0,0,0,1
502,25,67530.44,129.977753,5.100566529,11.62388139,14,1226.343895,0,0,0,1,0,0,1,0,0,0,0,1,0,0
503,81,38866.92,242.628057,4.806882153,12.19296315,10,1047.361909,1,0,1,0,0,0,1,0,0,1,0,1,0,1
504,89,44314.39,197.48762,5.658327457,6.892345443,15,893.5446642,0,0,1,1,0,0,1,0,0,0,1,1,0,1
505,62,26929.55,242.610632,2.649525158,8.482252615,14,1210.047397,0,0,1,0,0,0,0,0,0,1,0,0,0,0
506,31,50643.95,139.934918,18.76976086,9.179212931,10,2329.912456,2,1,0,0,0,1,0,0,0,0,0,0,0,0
507,48,4803.58,112.455141,13.04542381,9.321060469,10,1163.407505,0,0,0,0,0,0,0,0,0,0,1,1,0,1
510,20,20314.7,107.495766,10.15330548,7.766411994,10,1561.294194,0,1,0,0,0,0,0,0,0,0,1,0,0,0
511,58,146494.7,92.455141,8.792119046,9.256391341,14,1216.325478,0,0,0,1,0,1,0,0,0,1,0,0,1,0
512,81,28908.4,225.145743,1.542556879,8.27152774,13,1192.502878,1,1,1,1,0,1,0,0,0,1,0,0,1,0
513,26,159315.5,232.62403,13.65776694,10.08608649,13,2140.402985,1,0,1,0,0,0,0,0,0,0,0,1,0,0
516,75,39802.79,242.628057,1.557206083,3.262720061,16,724.6774743,1,0,1,1,0,1,0,0,0,1,0,1,0,1
517,35,50195.66,184.964681,7.226076469,13.69828326,11,1123.971139,0,0,0,0,0,0,0,0,0,1,0,1,0,1
518,28,52946.65,182.443347,20.91720893,8.363844619,10,2633.809472,0,0,0,1,0,0,0,0,1,0,0,1,0,0
521,62,21795.58,149.937833,2.915827364,8.661233766,13,862.3199149,0,0,1,0,0,0,0,1,0,0,0,0,1,0
522,43,5192.16,157.469817,9.709171662,7.423384386,10,921.1401066,0,1,0,0,0,1,0,1,0,0,0,1,0,1
523,66,60897.92,152.510442,1.939549257,8.827647599,13,752.1641496,0,1,0,0,0,0,1,0,0,1,0,0,1,0
525,73,24091.33,139.951231,1.906368477,10.56592379,10,736.161108,0,1,1,1,0,0,0,0,0,1,0,0,0,0
526,21,41209.8,117.439154,15.60605339,11.60110678,17,2148.889242,1,0,1,1,0,0,0,1,0,0,0,0,1,0
527,48,26695.46,235.137219,2.084396413,19.07180624,10,1304.999684,0,1,1,1,0,0,1,0,0,1,0,0,0,0
528,82,14185.42,149.977753,1.781895205,12.13702885,9,292.4731737,0,1,0,1,0,1,0,0,0,0,1,1,0,1
531,56,56131.21,172.456745,10.81997919,10.14030426,16,1655.780173,1,1,0,1,0,0,0,0,1,0,0,0,0,0
532,25,50560.17,137.439154,8.650238791,7.823058882,9,1090.76661,0,1,1,1,0,0,0,0,0,0,0,1,0,1
533,44,24202.12,197.494455,8.878536605,10.36003643,14,1136.118286,0,0,0,0,1,0,1,0,0,0,0,0,1,1
534,59,1668.97,204.961033,2.359067126,11.24744549,8,673.2665835,0,0,0,1,0,0,1,0,0,1,0,1,0,1
535,63,36973.83,162.482694,6.811759674,8.503805869,9,831.1303039,1,1,0,0,0,1,0,0,1,0,0,1,0,1
537,41,34228.9,169.974105,9.450195459,14.24429679,13,1163.701618,0,1,0,0,0,1,0,1,0,0,0,1,0,1
538,25,31159.95,129.959755,10.6312597,6.027816542,15,1720.167182,0,1,0,0,0,0,0,1,0,0,0,1,0,0
540,77,36121.33,179.947583,1.815836226,8.397331803,15,369.7619068,0,0,0,1,0,1,0,0,0,1,0,0,0,1
541,20,76136.04,167.456419,8.932053699,12.1663565,8,1197.180331,1,1,0,1,0,0,0,0,0,0,0,0,0,1
542,53,20957.58,240.114868,7.349620762,9.133118524,7,1164.240281,0,1,1,1,0,0,0,0,0,0,0,0,0,1
543,36,33559.74,194.976769,14.71424943,13.04068054,11,1651.424177,1,0,1,1,0,0,0,0,0,1,0,0,1,1
544,86,30142.44,245.146969,7.073151031,10.43511467,11,1489.301457,0,0,1,0,0,1,0,0,0,1,0,0,1,0
545,59,21663.69,139.987503,1.597765127,12.35764261,10,775.0343206,0,0,0,1,0,0,0,0,1,0,0,0,0,0
546,26,12924.08,197.483972,8.054118994,12.33031848,16,1808.311421,1,1,1,1,0,0,0,1,0,0,0,0,1,0
548,27,31006.39,197.470195,22.76986341,14.35467948,7,2847.700412,0,0,1,0,0,0,0,0,1,0,0,0,0,0
549,53,28580.25,149.974105,2.519975147,9.431168696,10,908.4356314,0,1,1,0,0,0,0,0,0,0,0,1,0,0
550,32,23706.94,204.979684,5.915247686,11.27381764,14,973.4512833,0,1,1,1,0,0,1,0,0,1,0,1,0,1
552,25,77622.97,225.131966,20.44846104,6.464103552,6,2936.746847,1,0,1,1,0,0,1,0,1,0,0,1,0,0
553,52,86411.28,202.636202,10.40161068,5.772344439,10,1883.962411,1,1,1,0,0,0,0,0,0,0,0,1,0,0
554,32,46353.07,127.460067,11.40192641,11.17925847,14,1808.501398,1,1,0,0,0,0,0,0,0,1,0,0,0,0
555,88,62359.81,162.482694,7.604093453,10.26897415,15,844.8711719,0,1,0,0,0,0,1,0,1,0,0,0,1,1
557,54,51203.14,169.937833,1.410971237,8.776451212,13,382.5347203,1,1,1,0,0,0,0,0,0,0,1,0,1,1
558,83,10818.08,159.934918,8.874920206,9.011401399,16,1043.790368,0,1,1,1,0,0,0,0,0,0,1,0,0,1
559,88,33165.9,217.470195,6.013261132,10.91857997,14,851.1414085,1,1,0,1,0,0,1,0,1,0,0,0,1,1
560,68,25819.56,245.146969,9.306233406,7.298432418,12,1762.075547,0,1,1,0,0,0,0,0,1,0,0,0,1,0
561,38,21806.2,177.48762,4.902104964,13.40423523,11,1350.716866,0,1,1,1,0,0,0,0,0,1,0,0,0,0
562,23,28082.45,162.465269,1.894776657,9.879567236,11,1052.042079,1,0,1,0,0,0,0,0,0,0,0,1,0,0
563,55,69662.99,147.456419,5.204111135,7.329478649,10,1159.678094,0,1,0,1,0,0,1,0,0,0,1,0,0,0
564,43,54674.22,134.950905,1.375013189,9.311560353,14,338.2592054,0,1,0,1,0,0,0,0,0,1,0,0,0,1
565,61,16706.02,127.442069,1.387575524,11.13291822,9,851.811469,1,1,0,1,0,1,0,0,0,0,0,0,0,0
566,38,31980.81,184.978458,2.685677496,12.236238,11,669.0040793,0,1,0,0,0,1,0,0,0,1,0,0,1,1
568,84,57107.43,182.443347,16.58244758,5.33893117,10,1981.954133,2,1,1,0,0,0,0,0,0,1,0,0,1,0
570,34,65191.79,162.500692,10.81527088,7.879092117,12,1305.953642,0,0,0,1,0,0,0,0,0,1,0,0,1,1
571,28,35947.74,137.439154,20.01892414,7.006566848,14,1950.886897,0,0,0,1,0,0,0,0,0,0,0,1,0,1
572,83,23022.97,220.114868,6.956508263,10.9783735,17,1631.872719,0,0,1,1,0,1,0,0,1,0,0,0,1,0
575,56,3504.7,275.133571,3.605888824,8.863330522,8,1057.571757,0,1,1,1,0,0,0,1,0,0,0,0,0,1
